ego_id,cluster
446676598884,3
446676598886,6
446676598887,2
446676598888,3
446676598890,3
446676598891,7
446676598892,5
446676598894,4
446676598896,4
446676598897,2
446676598902,8
446676598903,0
446676598905,2
446676598909,0
446676598910,5
446676598912,5
446676598913,4
446676598916,5
446676598918,2
446676598923,7
446676598928,7
446676598933,3
446676598941,4
446676598944,8
446676598945,3
446676598946,0
446676598958,3
446676598959,3
446676598962,2
446676598963,2
446676598964,1
446676598965,4
446676598966,8
446676598967,6
446676598968,7
446676598971,3
446676598973,8
446676598980,0
446676598983,0
446676598984,0
446676598985,8
446676598988,7
446676598990,8
446676598991,3
446676598994,0
446676598996,6
446676598999,3
446676599000,1
446676599001,8
446676599004,5
446676599008,5
446676599009,5
446676599011,5
446676599012,2
446676599015,4
446676599017,3
446676599018,1
446676599020,5
446676599023,8
446676599024,7
446676599027,6
446676599029,5
446676599032,8
446676599034,3
446676599036,7
446676599037,2
446676599038,8
446676599043,5
446676599044,4
446676599045,2
446676599054,6
446676599056,4
446676599061,3
446676599063,7
446676599068,1
446676599074,0
446676599075,4
446676599076,0
446676599077,5
446676599079,7
446676599083,2
446676599090,7
446676599092,8
446676599093,3
446676599098,2
446676599099,7
446676599102,2
446676599106,4
446676599107,1
446676599108,7
446676599112,8
446676599114,8
446676599115,6
446676599120,2
446676599121,8
446676599123,8
446676599125,0
446676599128,0
446676599129,5
446676599130,6
446676599131,3
446676599132,7
446676599134,3
446676599135,7
446676599137,7
446676599142,1
446676599143,1
446676599150,3
446676599152,7
446676599156,5
446676599164,5
446676599166,1
446676599168,3
446676599170,2
446676599173,0
446676599174,1
446676599175,7
446676599178,7
446676599181,2
446676599186,4
446676599195,6
446676599196,2
446676599199,1
446676599200,6
446676599202,7
446676599204,0
446676599205,1
446676599207,1
446676599208,5
446676599209,0
446676599218,8
446676599220,4
446676599223,3
446676599227,2
446676599228,1
446676599230,1
446676599239,1
446676599241,2
446676599242,8
446676599249,4
446676599252,4
446676599255,8
446676599256,5
446676599259,0
446676599264,8
446676599265,5
446676599268,5
446676599270,6
446676599273,4
446676599274,0
446676599278,5
446676599288,8
446676599289,1
446676599291,0
446676599305,8
446676599306,8
446676599309,6
446676599310,0
446676599311,6
446676599316,4
446676599322,2
446676599324,2
446676599328,5
446676599329,8
446676599330,7
446676599332,8
446676599335,8
446676599337,0
446676599340,1
446676599344,5
446676599349,3
446676599352,8
446676599353,4
446676599357,1
446676599358,5
446676599362,6
446676599363,6
446676599365,2
446676599366,2
446676599374,2
446676599375,8
446676599377,8
446676599378,1
446676599381,3
446676599386,6
446676599387,4
446676599388,4
446676599394,0
446676599395,5
446676599396,6
446676599400,6
446676599401,4
446676599403,2
446676599407,0
446676599409,6
446676599410,7
446676599412,7
446676599414,6
446676599415,1
446676599416,7
446676599418,6
446676599420,4
446676599422,5
446676599429,8
446676599432,8
446676599434,0
446676599435,1
446676599439,8
446676599445,8
446676599449,8
446676599451,1
446676599454,1
446676599458,1
446676599463,0
446676599469,2
446676599474,3
446676599475,3
446676599480,7
446676599487,5
446676599488,1
446676599490,6
446676599492,4
446676599493,7
446676599496,6
446676599497,1
446676599499,1
446676599500,4
446676599501,1
446676599502,0
446676599504,7
446676599505,0
446676599509,6
446676599515,6
446676599516,6
446676599517,6
446676599520,7
446676599523,8
446676599527,6
446676599529,6
446676599538,7
446676599544,1
446676599545,0
446676599546,7
446676599548,0
446676599555,2
446676599558,2
446676599561,7
446676599564,8
446676599566,7
446676599567,5
446676599568,0
446676599569,6
446676599570,8
446676599571,5
446676599573,8
446676599579,4
446676599582,7
446676599583,0
446676599584,7
446676599586,2
446676599587,0
446676599592,8
446676599601,6
446676599602,1
446676599604,1
446676599605,1
446676599606,1
446676599607,6
446676599608,8
446676599610,3
446676599614,8
446676599615,7
446676599619,6
446676599620,7
446676599624,4
446676599627,5
446676599628,1
446676599630,5
446676599632,6
446676599633,6
446676599641,3
446676599644,6
446676599645,1
446676599646,6
446676599649,0
446676599658,7
446676599660,6
446676599663,4
446676599664,4
446676599668,1
446676599671,7
446676599673,1
446676599674,1
446676599677,6
446676599682,6
446676599683,0
446676599686,8
446676599688,6
446676599691,8
446676599692,8
446676599696,8
446676599697,7
446676599701,7
446676599718,8
446676599720,8
446676599724,6
455266533376,7
455266533377,7
455266533380,8
455266533381,1
455266533382,5
455266533383,5
455266533385,4
455266533386,1
455266533392,5
455266533395,0
455266533399,0
455266533400,6
455266533401,7
455266533402,2
455266533405,7
455266533407,7
455266533408,7
455266533411,6
455266533412,0
455266533413,2
455266533414,7
455266533417,7
455266533420,2
455266533421,8
455266533422,8
455266533423,2
455266533425,7
455266533428,0
455266533432,7
455266533437,3
455266533439,7
455266533440,0
455266533441,3
455266533444,1
455266533445,5
455266533447,5
455266533451,0
455266533456,1
455266533458,8
455266533459,5
455266533460,2
455266533461,2
455266533464,0
455266533467,1
455266533469,5
455266533470,2
455266533474,4
455266533479,5
455266533481,7
455266533482,3
455266533483,5
455266533484,1
455266533489,1
455266533491,3
455266533492,5
455266533493,1
455266533494,8
455266533495,8
455266533496,5
455266533498,5
455266533507,2
455266533510,8
455266533520,7
455266533522,1
455266533531,5
455266533537,1
455266533538,4
455266533539,2
455266533540,2
455266533544,4
455266533546,8
455266533550,7
455266533551,2
455266533558,4
455266533559,3
455266533571,7
455266533572,2
455266533577,5
455266533578,8
455266533580,3
455266533590,5
455266533593,7
455266533595,7
455266533597,7
455266533598,0
455266533601,6
455266533606,3
455266533607,2
455266533609,1
455266533610,6
455266533612,1
455266533614,0
455266533615,7
455266533618,4
455266533619,8
455266533624,5
455266533627,5
455266533629,7
455266533630,3
455266533631,5
455266533635,0
455266533636,0
455266533637,4
455266533642,7
455266533644,2
455266533645,8
455266533647,8
455266533648,5
455266533650,1
455266533652,4
455266533654,0
455266533655,1
455266533656,2
455266533658,8
455266533659,4
455266533660,5
455266533661,6
455266533666,1
455266533667,7
455266533670,2
455266533674,6
455266533675,3
455266533676,7
455266533677,2
455266533681,1
455266533682,8
455266533683,6
455266533687,3
455266533688,8
455266533691,2
455266533693,4
455266533697,4
455266533699,4
455266533701,8
455266533703,4
455266533705,5
455266533709,2
455266533713,5
455266533714,1
455266533717,0
455266533720,8
455266533722,8
455266533727,8
455266533730,6
455266533736,7
455266533741,6
455266533742,8
455266533743,5
455266533744,7
455266533746,5
455266533748,0
455266533749,8
455266533750,8
455266533751,3
455266533752,8
455266533753,6
455266533754,7
455266533755,6
455266533761,6
455266533766,5
455266533770,8
455266533771,5
455266533772,7
455266533773,7
455266533774,2
455266533777,7
455266533778,6
455266533779,1
455266533780,8
455266533784,5
455266533786,8
455266533794,0
455266533795,0
455266533796,3
455266533798,4
455266533799,3
455266533801,5
455266533804,5
455266533806,0
455266533818,3
455266533821,1
455266533823,7
455266533826,8
455266533834,2
455266533835,4
455266533836,1
455266533837,2
455266533840,0
455266533843,1
455266533844,2
455266533846,3
455266533856,1
455266533867,5
455266533872,2
455266533880,0
455266533884,2
455266533886,8
455266533890,7
455266533891,1
455266533892,0
455266533902,1
455266533903,6
455266533906,0
455266533908,4
455266533909,4
455266533910,2
455266533911,1
455266533912,5
455266533915,7
455266533916,2
455266533920,4
455266533923,7
455266533926,1
455266533930,1
455266533935,3
455266533936,6
455266533937,1
455266533939,0
455266533940,4
455266533941,8
455266533942,8
455266533944,3
455266533952,2
455266533961,6
455266533962,0
455266533965,1
455266533970,3
455266533971,5
455266533973,4
455266533975,8
455266533976,6
455266533978,5
455266533979,6
455266533980,6
455266533982,2
455266533984,6
455266533985,3
455266533986,0
455266533987,5
455266533988,0
455266533992,1
455266533993,0
455266533995,4
455266533999,1
455266534000,1
455266534001,2
455266534006,4
455266534007,3
455266534008,8
455266534009,7
455266534010,8
455266534011,8
455266534012,8
455266534016,7
455266534019,0
455266534020,6
455266534022,1
455266534023,4
455266534026,0
455266534029,3
455266534036,8
455266534037,6
455266534041,2
455266534044,6
455266534047,0
455266534052,6
455266534053,8
455266534054,7
455266534058,2
455266534062,3
455266534066,6
455266534068,0
455266534069,4
455266534071,8
455266534072,2
455266534084,3
455266534088,1
455266534092,7
455266534093,6
455266534094,2
455266534100,6
455266534103,7
455266534104,3
455266534105,4
455266534106,0
455266534107,1
455266534109,8
455266534110,2
455266534113,4
455266534115,6
455266534118,7
455266534121,1
455266534123,6
455266534125,5
455266534127,3
455266534128,6
455266534132,0
455266534133,6
455266534135,6
455266534140,5
455266534141,0
455266534145,1
455266534150,0
455266534152,7
455266534153,1
455266534155,2
455266534160,6
455266534162,5
455266534164,0
455266534166,6
455266534170,0
455266534171,5
455266534173,6
455266534176,4
455266534179,0
455266534180,0
455266534181,8
455266534183,8
455266534186,6
455266534190,1
455266534191,4
455266534192,7
455266534193,6
455266534195,3
455266534197,0
455266534198,6
455266534200,7
455266534202,1
455266534207,7
455266534208,7
455266534210,6
455266534213,6
455266534216,6
455266534218,6
455266534220,6
455266534224,1
455266534227,6
455266534229,1
455266534231,0
455266534232,0
455266534233,3
455266534238,0
455266534240,1
455266534241,6
455266534246,6
455266534250,7
455266534253,8
455266534260,7
455266534261,8
455266534262,1
455266534263,0
455266534271,6
455266534277,4
455266534280,0
455266534281,7
455266534285,6
463856467976,4
463856467977,1
463856467983,5
463856467984,7
463856467985,4
463856467986,3
463856467989,8
463856467991,3
463856467992,1
463856467995,3
463856467998,2
463856468004,4
463856468010,7
463856468011,4
463856468012,4
463856468016,0
463856468020,1
463856468024,8
463856468025,0
463856468028,1
463856468032,5
463856468034,5
463856468039,7
463856468041,2
463856468042,4
463856468047,0
463856468048,7
463856468052,4
463856468054,0
463856468055,4
463856468059,6
463856468071,8
463856468082,5
463856468084,5
463856468085,4
463856468087,7
463856468090,8
463856468101,5
463856468103,3
463856468104,5
463856468106,0
463856468110,5
463856468112,7
463856468120,4
463856468122,5
463856468123,1
463856468124,1
463856468125,1
463856468127,8
463856468129,4
463856468132,5
463856468133,6
463856468134,5
463856468135,2
463856468137,5
463856468141,2
463856468142,3
463856468145,5
463856468148,6
463856468149,6
463856468151,6
463856468157,5
463856468158,4
463856468159,3
463856468160,6
463856468163,7
463856468166,5
463856468167,8
463856468168,2
463856468170,6
463856468171,5
463856468176,7
463856468178,6
463856468180,8
463856468184,4
463856468186,3
463856468187,5
463856468188,1
463856468190,3
463856468192,2
463856468194,5
463856468198,5
463856468201,0
463856468210,7
463856468214,6
463856468216,6
463856468218,3
463856468219,2
463856468220,8
463856468224,2
463856468225,8
463856468226,1
463856468227,4
463856468230,0
463856468231,4
463856468233,2
463856468234,3
463856468237,7
463856468240,7
463856468245,7
463856468251,6
463856468252,8
463856468256,7
463856468257,7
463856468258,4
463856468261,4
463856468262,1
463856468266,1
463856468271,4
463856468276,1
463856468280,7
463856468281,6
463856468282,1
463856468284,5
463856468285,3
463856468288,7
463856468289,3
463856468290,5
463856468294,3
463856468297,3
463856468298,7
463856468299,1
463856468300,5
463856468301,2
463856468304,8
463856468306,4
463856468307,6
463856468310,7
463856468315,6
463856468316,4
463856468323,8
463856468327,0
463856468334,3
463856468340,6
463856468342,1
463856468343,5
463856468356,6
463856468357,1
463856468358,7
463856468362,0
463856468364,4
463856468366,8
463856468367,2
463856468370,2
463856468371,8
463856468377,8
463856468380,2
463856468383,7
463856468388,2
463856468392,7
463856468393,0
463856468397,5
463856468398,5
463856468399,6
463856468401,1
463856468404,5
463856468406,3
463856468408,2
463856468410,3
463856468411,7
463856468412,4
463856468413,4
463856468419,0
463856468425,1
463856468427,0
463856468429,3
463856468430,1
463856468433,1
463856468439,1
463856468440,3
463856468441,1
463856468442,0
463856468447,8
463856468449,0
463856468452,3
463856468454,2
463856468455,8
463856468457,8
463856468462,3
463856468463,8
463856468467,0
463856468468,6
463856468475,1
463856468476,5
463856468478,1
463856468480,7
463856468486,7
463856468487,7
463856468488,3
463856468489,4
463856468490,6
463856468491,5
463856468492,2
463856468493,0
463856468499,1
463856468500,1
463856468503,7
463856468504,2
463856468510,8
463856468511,6
463856468516,7
463856468520,7
463856468521,0
463856468522,3
463856468524,0
463856468527,2
463856468529,2
463856468530,5
463856468533,2
463856468535,0
463856468538,6
463856468543,8
463856468546,2
463856468549,5
463856468550,1
463856468551,8
463856468553,3
463856468560,0
463856468561,2
463856468563,8
463856468565,2
463856468567,5
463856468568,7
463856468572,6
463856468574,2
463856468575,5
463856468583,1
463856468584,5
463856468588,8
463856468600,7
463856468602,6
463856468607,3
463856468611,0
463856468614,0
463856468615,1
463856468617,1
463856468619,6
463856468620,3
463856468623,5
463856468629,5
463856468630,1
463856468631,7
463856468636,0
463856468637,0
463856468642,7
463856468645,4
463856468648,6
463856468655,0
463856468658,7
463856468659,3
463856468662,8
463856468664,0
463856468679,4
463856468680,4
463856468681,4
463856468688,1
463856468689,8
463856468693,2
463856468706,3
463856468710,1
463856468713,6
463856468714,2
463856468717,0
463856468718,4
463856468722,6
463856468724,5
463856468725,2
463856468727,1
463856468729,7
463856468732,6
463856468741,6
463856468751,0
463856468752,0
463856468753,8
463856468758,8
463856468759,0
463856468768,7
463856468776,6
463856468777,1
463856468779,1
463856468787,0
463856468796,0
463856468801,6
463856468803,7
463856468807,6
463856468809,6
463856468812,0
463856468816,8
463856468819,7
463856468821,8
463856468823,7
463856468824,6
463856468828,7
472446402564,8
472446402566,8
472446402567,3
472446402570,3
472446402571,8
472446402572,1
472446402573,5
472446402575,2
472446402577,0
472446402581,4
472446402583,5
472446402586,5
472446402587,3
472446402589,4
472446402595,7
472446402597,1
472446402599,0
472446402600,3
472446402601,7
472446402609,4
472446402611,8
472446402613,4
472446402621,2
472446402623,1
472446402624,0
472446402629,2
472446402630,7
472446402632,4
472446402633,7
472446402635,6
472446402639,0
472446402644,3
472446402655,5
472446402665,2
472446402666,7
472446402667,1
472446402669,1
472446402677,8
472446402678,0
472446402679,0
472446402681,3
472446402686,7
472446402687,8
472446402688,2
472446402690,8
472446402700,0
472446402702,4
472446402705,8
472446402707,3
472446402715,2
472446402718,1
472446402722,2
472446402723,5
472446402724,5
472446402725,8
472446402726,3
472446402728,7
472446402729,8
472446402735,5
472446402736,3
472446402738,6
472446402739,2
472446402740,3
472446402741,2
472446402742,7
472446402743,8
472446402744,1
472446402746,7
472446402748,7
472446402750,3
472446402755,2
472446402758,4
472446402760,8
472446402764,8
472446402766,2
472446402767,3
472446402768,6
472446402770,8
472446402771,3
472446402772,3
472446402773,6
472446402775,8
472446402776,7
472446402777,5
472446402780,7
472446402781,0
472446402783,7
472446402785,4
472446402788,8
472446402792,4
472446402802,3
472446402803,8
472446402804,0
472446402805,2
472446402806,5
472446402808,5
472446402811,8
472446402814,8
472446402818,3
472446402822,0
472446402823,1
472446402825,7
472446402829,5
472446402832,8
472446402838,1
472446402843,7
472446402846,6
472446402849,1
472446402853,1
472446402854,0
472446402855,4
472446402857,7
472446402865,8
472446402867,1
472446402869,4
472446402871,8
472446402877,8
472446402881,3
472446402884,1
472446402886,5
472446402889,0
472446402894,3
472446402895,5
472446402903,5
472446402911,3
472446402915,1
472446402920,0
472446402921,4
472446402927,1
472446402928,4
472446402933,4
472446402934,4
472446402935,6
472446402937,5
472446402941,5
472446402944,3
472446402945,7
472446402952,2
472446402953,0
472446402959,1
472446402961,1
472446402964,4
472446402966,7
472446402967,6
472446402968,4
472446402970,1
472446402973,2
472446402977,3
472446402978,3
472446402979,6
472446402983,3
472446402985,7
472446402989,7
472446402991,3
472446402998,6
472446403000,5
472446403001,2
472446403003,4
472446403015,5
472446403022,2
472446403023,4
472446403024,1
472446403029,7
472446403030,1
472446403034,3
472446403035,0
472446403044,2
472446403048,7
472446403050,7
472446403051,1
472446403053,5
472446403056,8
472446403057,6
472446403058,3
472446403059,8
472446403060,4
472446403061,2
472446403065,2
472446403070,8
472446403072,6
472446403075,1
472446403082,8
472446403084,7
472446403085,8
472446403086,7
472446403088,7
472446403093,2
472446403095,0
472446403098,4
472446403099,7
472446403100,1
472446403111,6
472446403116,8
472446403118,7
472446403123,8
472446403124,7
472446403125,8
472446403133,5
472446403137,4
472446403139,2
472446403140,7
472446403141,6
472446403142,7
472446403147,3
472446403148,1
472446403149,0
472446403152,6
472446403155,3
472446403156,4
472446403158,2
472446403160,6
472446403162,4
472446403163,3
472446403165,2
472446403167,6
472446403168,7
472446403170,3
472446403172,6
472446403173,7
472446403175,5
472446403177,6
472446403179,7
472446403182,6
472446403184,6
472446403186,1
472446403188,6
472446403189,7
472446403194,7
472446403195,8
472446403197,4
472446403198,8
472446403199,4
472446403202,8
472446403208,4
472446403209,7
472446403214,2
472446403216,2
472446403217,2
472446403218,5
472446403221,1
472446403224,8
472446403225,7
472446403226,4
472446403228,0
472446403230,8
472446403231,6
472446403233,7
472446403234,4
472446403235,5
472446403238,2
472446403241,0
472446403243,0
472446403244,7
472446403246,7
472446403253,4
472446403254,8
472446403257,6
472446403258,1
472446403261,1
472446403263,1
472446403266,6
472446403272,3
472446403283,3
472446403284,2
472446403285,7
472446403286,8
472446403288,0
472446403294,0
472446403295,6
472446403296,4
472446403305,8
472446403306,0
472446403308,8
472446403318,0
472446403320,0
472446403323,0
472446403324,6
472446403329,7
472446403337,1
472446403340,4
472446403346,6
472446403352,0
472446403354,5
472446403358,2
472446403360,4
472446403361,1
472446403365,6
472446403367,7
472446403368,4
472446403371,3
472446403372,7
472446403374,2
472446403375,6
472446403386,4
472446403394,4
472446403396,7
472446403412,1
472446403420,6
472446403424,2
472446403426,1
472446403427,7
472446403430,4
472446403431,7
472446403437,6
472446403442,6
472446403445,0
472446403450,5
472446403451,1
472446403452,8
472446403456,6
472446403466,1
481036337153,8
481036337157,7
481036337158,5
481036337160,5
481036337165,7
481036337167,4
481036337169,8
481036337171,0
481036337173,8
481036337174,2
481036337176,5
481036337177,7
481036337180,6
481036337181,5
481036337182,4
481036337184,8
481036337185,5
481036337188,1
481036337191,4
481036337196,2
481036337199,0
481036337203,3
481036337210,5
481036337214,0
481036337219,7
481036337222,8
481036337225,5
481036337226,0
481036337227,3
481036337232,1
481036337233,6
481036337234,7
481036337235,5
481036337238,7
481036337245,7
481036337247,5
481036337249,2
481036337253,0
481036337255,3
481036337257,5
481036337262,2
481036337263,0
481036337264,0
481036337265,1
481036337268,3
481036337273,3
481036337276,5
481036337278,0
481036337279,7
481036337280,6
481036337283,2
481036337284,4
481036337287,4
481036337289,7
481036337297,3
481036337301,5
481036337305,6
481036337310,2
481036337311,3
481036337312,5
481036337313,7
481036337314,3
481036337315,2
481036337317,4
481036337320,2
481036337321,7
481036337322,2
481036337323,7
481036337327,7
481036337329,0
481036337330,4
481036337333,8
481036337334,4
481036337337,7
481036337339,8
481036337343,8
481036337347,2
481036337351,1
481036337357,3
481036337360,5
481036337363,1
481036337365,2
481036337367,0
481036337368,5
481036337369,7
481036337371,5
481036337377,8
481036337379,4
481036337381,4
481036337384,3
481036337385,4
481036337386,1
481036337387,8
481036337388,5
481036337390,6
481036337391,5
481036337392,5
481036337394,8
481036337400,1
481036337405,6
481036337406,6
481036337407,7
481036337408,6
481036337413,4
481036337416,1
481036337418,0
481036337419,8
481036337423,4
481036337425,8
481036337426,3
481036337430,0
481036337432,7
481036337438,8
481036337439,6
481036337441,3
481036337445,1
481036337446,1
481036337447,0
481036337448,8
481036337449,8
481036337457,1
481036337463,1
481036337464,0
481036337465,8
481036337466,7
481036337468,0
481036337469,6
481036337470,1
481036337476,3
481036337478,7
481036337479,1
481036337482,8
481036337483,2
481036337493,8
481036337494,6
481036337495,4
481036337500,2
481036337505,3
481036337506,4
481036337507,6
481036337513,4
481036337516,7
481036337518,3
481036337520,6
481036337521,7
481036337529,8
481036337533,6
481036337535,8
481036337540,1
481036337541,4
481036337545,6
481036337546,4
481036337547,2
481036337548,8
481036337557,3
481036337559,7
481036337565,7
481036337566,4
481036337567,4
481036337569,8
481036337570,5
481036337573,2
481036337577,6
481036337580,2
481036337583,7
481036337585,8
481036337590,8
481036337595,8
481036337598,7
481036337599,6
481036337600,1
481036337608,2
481036337612,4
481036337613,5
481036337614,1
481036337617,8
481036337619,7
481036337620,1
481036337623,5
481036337624,4
481036337627,7
481036337628,8
481036337629,7
481036337633,8
481036337642,1
481036337649,3
481036337650,4
481036337652,0
481036337653,8
481036337656,8
481036337660,4
481036337664,1
481036337665,4
481036337667,4
481036337668,1
481036337670,8
481036337675,6
481036337676,4
481036337679,1
481036337680,6
481036337681,4
481036337684,7
481036337686,1
481036337688,0
481036337689,1
481036337694,2
481036337695,2
481036337700,6
481036337702,5
481036337703,7
481036337708,6
481036337709,8
481036337715,6
481036337716,5
481036337717,0
481036337719,2
481036337721,7
481036337722,8
481036337724,6
481036337729,4
481036337743,0
481036337744,4
481036337747,0
481036337750,0
481036337752,1
481036337756,8
481036337757,8
481036337758,7
481036337768,6
481036337772,6
481036337775,4
481036337778,0
481036337779,3
481036337781,4
481036337786,1
481036337788,1
481036337789,8
481036337793,3
481036337797,0
481036337798,6
481036337801,5
481036337802,2
481036337803,1
481036337808,4
481036337809,3
481036337811,6
481036337812,0
481036337814,4
481036337825,5
481036337827,7
481036337830,1
481036337835,8
481036337842,4
481036337843,5
481036337844,6
481036337849,6
481036337851,6
481036337854,0
481036337855,5
481036337856,2
481036337857,5
481036337870,7
481036337871,6
481036337872,1
481036337876,7
481036337880,6
481036337887,0
481036337890,5
481036337894,4
481036337905,8
481036337906,8
481036337911,6
481036337915,8
481036337919,6
481036337922,0
481036337929,6
481036337936,6
481036337939,0
481036337940,0
481036337942,1
481036337943,1
481036337946,7
481036337947,1
481036337949,7
481036337952,3
481036337953,7
481036337957,0
481036337959,6
481036337961,6
481036337963,1
481036337977,3
481036337990,8
489626271744,1
489626271748,0
489626271752,8
489626271756,7
489626271757,3
489626271759,4
489626271763,2
489626271765,1
489626271766,0
489626271767,4
489626271769,4
489626271770,4
489626271774,4
489626271776,0
489626271778,4
489626271781,1
489626271785,6
489626271789,2
489626271790,8
489626271793,4
489626271794,3
489626271795,1
489626271796,5
489626271799,7
489626271800,1
489626271801,3
489626271802,0
489626271804,5
489626271807,0
489626271811,5
489626271813,3
489626271815,5
489626271818,2
489626271819,4
489626271821,0
489626271827,2
489626271828,2
489626271831,1
489626271833,3
489626271834,0
489626271835,0
489626271838,6
489626271840,4
489626271845,5
489626271847,8
489626271850,2
489626271851,5
489626271870,7
489626271872,8
489626271873,0
489626271877,8
489626271879,7
489626271880,5
489626271886,2
489626271889,7
489626271891,2
489626271894,8
489626271898,7
489626271900,8
489626271903,1
489626271904,3
489626271905,2
489626271906,1
489626271907,3
489626271908,5
489626271912,7
489626271913,5
489626271914,7
489626271920,7
489626271923,1
489626271924,8
489626271926,7
489626271927,5
489626271929,2
489626271933,2
489626271935,3
489626271940,0
489626271942,2
489626271943,3
489626271948,3
489626271953,7
489626271956,0
489626271959,6
489626271960,2
489626271963,0
489626271966,6
489626271968,4
489626271972,6
489626271977,3
489626271978,8
489626271981,2
489626271984,3
489626271985,3
489626271986,3
489626271987,2
489626271988,4
489626271991,3
489626271994,6
489626271995,2
489626271999,6
489626272002,0
489626272004,2
489626272006,5
489626272010,6
489626272011,5
489626272012,0
489626272013,5
489626272014,7
489626272018,6
489626272020,2
489626272026,8
489626272028,0
489626272029,6
489626272032,4
489626272033,3
489626272036,6
489626272040,1
489626272044,8
489626272046,5
489626272053,5
489626272059,5
489626272061,5
489626272064,7
489626272068,7
489626272071,8
489626272073,4
489626272074,0
489626272076,5
489626272079,6
489626272085,7
489626272087,7
489626272090,1
489626272091,6
489626272092,3
489626272096,4
489626272097,2
489626272104,5
489626272106,2
489626272111,8
489626272113,8
489626272116,8
489626272119,7
489626272122,5
489626272129,5
489626272130,8
489626272133,5
489626272136,1
489626272139,6
489626272140,5
489626272142,4
489626272143,7
489626272144,4
489626272146,3
489626272147,4
489626272151,7
489626272154,4
489626272156,7
489626272157,2
489626272160,1
489626272166,4
489626272167,6
489626272172,8
489626272176,2
489626272179,1
489626272185,3
489626272186,6
489626272187,8
489626272190,3
489626272192,6
489626272193,4
489626272195,5
489626272198,7
489626272202,1
489626272203,4
489626272205,2
489626272206,0
489626272208,0
489626272212,3
489626272213,8
489626272215,0
489626272216,7
489626272217,0
489626272221,1
489626272222,7
489626272223,8
489626272224,1
489626272226,5
489626272229,3
489626272231,3
489626272234,3
489626272241,5
489626272246,8
489626272249,6
489626272250,1
489626272252,2
489626272253,3
489626272258,3
489626272260,4
489626272261,5
489626272263,0
489626272265,1
489626272268,1
489626272270,6
489626272272,6
489626272274,0
489626272277,1
489626272281,4
489626272284,0
489626272285,1
489626272286,6
489626272289,1
489626272300,3
489626272301,4
489626272316,7
489626272320,4
489626272322,3
489626272323,0
489626272326,6
489626272327,0
489626272328,6
489626272333,7
489626272336,0
489626272337,2
489626272339,6
489626272340,8
489626272347,8
489626272349,1
489626272355,7
489626272356,8
489626272359,8
489626272369,2
489626272370,4
489626272371,3
489626272374,0
489626272377,1
489626272382,2
489626272388,0
489626272389,2
489626272391,6
489626272394,2
489626272395,3
489626272396,2
489626272397,7
489626272398,4
489626272401,3
489626272408,2
489626272409,5
489626272412,1
489626272415,6
489626272416,1
489626272417,4
489626272423,1
489626272428,0
489626272429,5
489626272432,7
489626272434,5
489626272435,6
489626272438,0
489626272440,8
489626272450,6
489626272451,3
489626272453,6
489626272455,0
489626272460,8
489626272463,1
489626272464,7
489626272468,0
489626272474,4
489626272475,0
489626272476,2
489626272478,6
489626272479,6
489626272480,1
489626272483,0
489626272484,7
489626272493,7
489626272494,7
489626272495,0
489626272496,6
489626272497,7
489626272499,6
489626272500,6
489626272501,2
489626272504,6
489626272505,7
489626272509,2
489626272516,7
489626272517,7
489626272519,1
489626272520,0
489626272523,1
489626272525,6
489626272537,1
489626272538,2
489626272542,3
489626272546,5
489626272547,6
489626272549,4
489626272552,7
489626272555,6
489626272556,8
489626272557,7
489626272558,1
489626272559,7
489626272566,1
489626272567,0
489626272570,0
489626272576,2
489626272581,7
489626272593,0
489626272597,8
489626272604,6
498216206339,1
498216206340,4
498216206344,3
498216206346,5
498216206348,3
498216206351,1
498216206353,5
498216206354,8
498216206360,6
498216206362,0
498216206364,6
498216206365,0
498216206373,5
498216206375,7
498216206379,3
498216206380,1
498216206381,0
498216206384,6
498216206385,2
498216206389,2
498216206390,3
498216206395,3
498216206397,1
498216206398,0
498216206406,3
498216206409,2
498216206410,7
498216206411,4
498216206415,2
498216206416,1
498216206417,7
498216206418,8
498216206420,2
498216206421,4
498216206423,7
498216206428,0
498216206429,1
498216206430,4
498216206431,1
498216206434,1
498216206437,3
498216206440,2
498216206450,8
498216206452,4
498216206455,8
498216206457,2
498216206468,5
498216206470,2
498216206471,3
498216206472,2
498216206475,5
498216206481,4
498216206482,8
498216206483,1
498216206486,3
498216206501,3
498216206506,3
498216206517,1
498216206518,3
498216206521,1
498216206522,8
498216206523,3
498216206524,0
498216206526,2
498216206528,3
498216206529,4
498216206530,3
498216206532,4
498216206535,6
498216206537,8
498216206544,5
498216206547,4
498216206549,4
498216206550,1
498216206551,7
498216206552,7
498216206556,3
498216206557,2
498216206559,8
498216206561,5
498216206562,8
498216206563,8
498216206565,5
498216206566,7
498216206570,1
498216206571,2
498216206572,8
498216206575,5
498216206576,3
498216206581,0
498216206585,3
498216206589,3
498216206598,1
498216206602,2
498216206606,6
498216206609,4
498216206613,3
498216206617,1
498216206622,8
498216206623,2
498216206626,5
498216206629,2
498216206630,5
498216206631,0
498216206633,1
498216206637,7
498216206645,4
498216206647,0
498216206649,0
498216206652,5
498216206653,2
498216206655,7
498216206656,2
498216206657,6
498216206659,4
498216206660,1
498216206664,0
498216206671,1
498216206673,7
498216206676,8
498216206679,0
498216206680,6
498216206685,6
498216206687,3
498216206689,8
498216206690,3
498216206691,5
498216206695,8
